"Subject"	"Cond"	"Exper"	"Inifile"	"Date"	"Time"	"Age"	"Attr_01_fem"	"Attr_01_mas"	"Attr_02_fem"	"Attr_02_mas"	"Attr_03_fem"	"Attr_03_mas"	"Attr_04_fem"	"Attr_04_mas"	"Attr_05_fem"	"Attr_05_mas"	"Attr_06_fem"	"Attr_06_mas"	"Attr_07_fem"	"Attr_07_mas"	"Attr_08_fem"	"Attr_08_mas"	"Attr_09_fem"	"Attr_09_mas"	"Attr_10_fem"	"Attr_10_mas"	"Attr_11_fem"	"Attr_11_mas"	"Attr_12_fem"	"Attr_12_mas"	"Debrief01"	"Debrief02"	"Debrief03"	"Debrief04"	"Formid_01_fem"	"Formid_01_mas"	"Formid_02_fem"	"Formid_02_mas"	"Formid_03_fem"	"Formid_03_mas"	"Formid_04_fem"	"Formid_04_mas"	"Formid_05_fem"	"Formid_05_mas"	"Formid_06_fem"	"Formid_06_mas"	"Formid_07_fem"	"Formid_07_mas"	"Formid_08_fem"	"Formid_08_mas"	"Formid_09_fem"	"Formid_09_mas"	"Formid_10_fem"	"Formid_10_mas"	"Formid_11_fem"	"Formid_11_mas"	"Formid_12_fem"	"Formid_12_mas"	"Health_01_fem"	"Health_01_mas"	"Health_02_fem"	"Health_02_mas"	"Health_03_fem"	"Health_03_mas"	"Health_04_fem"	"Health_04_mas"	"Health_05_fem"	"Health_05_mas"	"Health_06_fem"	"Health_06_mas"	"Health_07_fem"	"Health_07_mas"	"Health_08_fem"	"Health_08_mas"	"Health_09_fem"	"Health_09_mas"	"Health_10_fem"	"Health_10_mas"	"Health_11_fem"	"Health_11_mas"	"Health_12_fem"	"Health_12_mas"	"Instr"	"MateValue_Body"	"MateValue_Face"	"Mate_Pair01"	"Mate_Pair02"	"Mate_Pair03"	"Mate_Pair04"	"Mate_Pair05"	"Mate_Pair06"	"Mate_Pair07"	"Mate_Pair08"	"Mate_Pair09"	"Mate_Pair10"	"Mate_Pair11"	"Mate_Pair12"	"PP01"	"PP02"	"PP03"	"PP04"	"PP05"	"PP06"	"PP07"	"PP08"	"PP09"	"PP10"	"PP11"	"PP12"	"PP13"	"PP14"	"PP15"	"PP16"	"PP17"	"PP18"	"PPVAS1"	"PPVAS2"	"RS01"	"RS02"	"RS03"	"RS04"	"RS05"	"RS06"	"RS07"	"RS08"	"RS09"	"RS10"	"RS11"	"RS12"	"RS13"	"RS14"	"RS15"	"RS16"	"RSVAS1"	"RSVAS2"	"Rating_Instr"	"Recog_01"	"Recog_02"	"Recog_03"	"Recog_04"	"Recog_05"	"Recog_06"	"Recog_07"	"Recog_08"	"Recog_09"	"Recog_10"	"Recog_11"	"Recog_12"	"RelationshipStatus"	"SPVAS1"	"SPVAS2"	"SexOrient"	"VIS01"	"VIS02"	"VIS03"	"tAttr_01_fem"	"tAttr_01_mas"	"tAttr_02_fem"	"tAttr_02_mas"	"tAttr_03_fem"	"tAttr_03_mas"	"tAttr_04_fem"	"tAttr_04_mas"	"tAttr_05_fem"	"tAttr_05_mas"	"tAttr_06_fem"	"tAttr_06_mas"	"tAttr_07_fem"	"tAttr_07_mas"	"tAttr_08_fem"	"tAttr_08_mas"	"tAttr_09_fem"	"tAttr_09_mas"	"tAttr_10_fem"	"tAttr_10_mas"	"tAttr_11_fem"	"tAttr_11_mas"	"tAttr_12_fem"	"tAttr_12_mas"	"tFormid_01_fem"	"tFormid_01_mas"	"tFormid_02_fem"	"tFormid_02_mas"	"tFormid_03_fem"	"tFormid_03_mas"	"tFormid_04_fem"	"tFormid_04_mas"	"tFormid_05_fem"	"tFormid_05_mas"	"tFormid_06_fem"	"tFormid_06_mas"	"tFormid_07_fem"	"tFormid_07_mas"	"tFormid_08_fem"	"tFormid_08_mas"	"tFormid_09_fem"	"tFormid_09_mas"	"tFormid_10_fem"	"tFormid_10_mas"	"tFormid_11_fem"	"tFormid_11_mas"	"tFormid_12_fem"	"tFormid_12_mas"	"tHealth_01_fem"	"tHealth_01_mas"	"tHealth_02_fem"	"tHealth_02_mas"	"tHealth_03_fem"	"tHealth_03_mas"	"tHealth_04_fem"	"tHealth_04_mas"	"tHealth_05_fem"	"tHealth_05_mas"	"tHealth_06_fem"	"tHealth_06_mas"	"tHealth_07_fem"	"tHealth_07_mas"	"tHealth_08_fem"	"tHealth_08_mas"	"tHealth_09_fem"	"tHealth_09_mas"	"tHealth_10_fem"	"tHealth_10_mas"	"tHealth_11_fem"	"tHealth_11_mas"	"tHealth_12_fem"	"tHealth_12_mas"	"tMate_Pair01"	"tMate_Pair02"	"tMate_Pair03"	"tMate_Pair04"	"tMate_Pair05"	"tMate_Pair06"	"tMate_Pair07"	"tMate_Pair08"	"tMate_Pair09"	"tMate_Pair10"	"tMate_Pair11"	"tMate_Pair12"	"tPP01"	"tPP02"	"tPP03"	"tPP04"	"tPP05"	"tPP06"	"tPP07"	"tPP08"	"tPP09"	"tPP10"	"tPP11"	"tPP12"	"tPP13"	"tPP14"	"tPP15"	"tPP16"	"tPP17"	"tPP18"	"tRS01"	"tRS02"	"tRS03"	"tRS04"	"tRS05"	"tRS06"	"tRS07"	"tRS08"	"tRS09"	"tRS10"	"tRS11"	"tRS12"	"tRS13"	"tRS14"	"tRS15"	"tRS16"	"tRecog_01"	"tRecog_02"	"tRecog_03"	"tRecog_04"	"tRecog_05"	"tRecog_06"	"tRecog_07"	"tRecog_08"	"tRecog_09"	"tRecog_10"	"tRecog_11"	"tRecog_12"	"tVIS01"	"tVIS02"
432	2	"C:\Users\sociallab2\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"15.11.2019"	"12:12:28"	"20"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	1	1	1	1	1	1	"ok"	"ok"	"ok"	"ok"	4	3	4	3	3	5	3	3	1	2	3	4	2	1	1	3	2	2	4	5	5	1	3	1	3	4	3	4	6	4	4	2	2	2	3	4	3	4	5	5	5	6	2	1	3	3	3	2	"ok"	4	4	2	1	1	2	1	2	2	2	1	2	2	1	7	7	5	7	1	5	1	5	1	2	2	3	1	5	1	1	1	5	99	99	7	1	1	7	1	7	7	7	7	7	1	1	7	7	7	1	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	3	1	680	982	605	920	1612	790	1502	527	797	440	615	1960	583	560	638	790	3440	1928	600	935	1107	415	2292	680	788	990	1625	902	2143	1385	3943	1230	1845	1583	2183	1050	1278	742	1880	898	2943	1222	2147	1815	2597	800	2935	782	1328	2383	1685	1216	1473	1935	2935	1342	1528	1037	1200	6290	870	3897	1120	1936	2230	3655	1303	2423	1775	1408	918	1303	3802	5403	4215	2165	8635	2210	4805	2275	8443	4845	1765	4028	5301	2585	6155	4480	7242	2978	3475	6370	3955	5400	5777	4738	4417	5756	4392	2275	7763	7225	9845	5378	6210	4185	4235	2825	4291	1867	2498	5995	3683	3635	7282	3105	2945	4251	630	1703	1003	655	1515	840	870	2563	3142	943	705	912	7978	3267
434	1	"C:\Users\sociallab2\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"15.11.2019"	"13:10:23"	"20"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	1	1	1	1	1	1	"ok"	"ok"	"ok"	"ok"	2	5	4	5	3	4	3	6	2	3	2	2	5	4	2	2	3	3	5	6	1	2	2	2	4	4	2	4	4	5	3	2	5	5	3	4	4	3	5	5	6	6	2	5	2	5	2	3	"ok"	6	4	1	1	2	2	2	2	1	2	2	1	2	1	3	3	7	2	1	5	1	5	1	1	4	6	3	1	4	5	1	7	99	99	7	5	3	7	3	7	7	7	7	6	1	1	5	7	7	1	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	7	1	1255	1535	1467	960	1215	1370	2005	1033	1025	968	840	1535	1203	1833	1175	1990	4253	2590	920	1742	1785	3377	975	1442	2607	1900	6103	4170	2865	3157	1698	3270	2080	2833	2113	2730	3000	3265	3038	3513	2135	3110	3233	1995	1863	3018	3075	2405	5527	2150	5068	2465	5502	1983	2750	3390	3785	1535	2888	3157	2400	3502	2128	2208	1593	2543	3127	2270	3000	5208	3377	4750	14683	7558	6363	5130	3003	12420	5528	6410	5100	8788	3332	7505	6635	8468	2337	5818	7945	6468	2370	7170	4205	4570	5413	6153	9945	3500	5115	4948	5763	4675	5205	6753	7210	3620	5515	2257	4348	2130	2453	6192	3730	3836	5880	4200	2818	5522	688	1905	967	672	415	650	2570	1058	2415	720	1265	585	11572	2665
436	3	"C:\Users\sociallab2\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"15.11.2019"	"14:23:48"	"19"	2	1	4	3	3	3	3	3	2	3	2	2	2	1	3	3	4	5	2	3	2	2	2	2	"ok"	"ok"	"ok"	"ok"	3	3	5	5	5	4	4	4	4	5	4	5	4	5	3	4	3	4	5	5	3	3	3	4	3	4	4	4	5	6	5	6	5	5	4	5	3	3	3	5	4	5	5	4	3	2	4	4	"ok"	1	1	1	1	2	2	2	1	1	1	1	2	1	2	7	6	7	7	2	4	1	7	6	7	4	3	2	7	4	4	2	1	1	2	7	4	1	6	4	5	5	6	5	5	2	4	6	4	7	3	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	1	5	5	5	3295	3992	2182	1318	1847	3510	2607	1830	1802	1575	1125	2110	1760	1895	2190	2360	1478	2215	1455	1630	1375	2935	2135	1478	1870	1743	1488	1757	2200	1798	1480	1063	1495	1815	1902	2108	1816	1560	1712	2425	1440	1415	1200	1833	1255	1702	1335	1305	1863	1488	1992	1737	1800	1237	2103	2303	1110	2350	1262	2280	2143	1800	4590	4235	3167	1825	1805	1390	1997	2528	1342	1600	4060	5125	7082	16860	5315	19388	4948	5555	11755	24460	9555	2715	2948	3506	2330	3770	8072	3203	2922	2770	4465	20971	2802	3690	5538	3905	3068	4352	5170	6265	4540	4618	7737	4818	4000	3520	6450	2818	3147	4585	3745	2810	5643	3395	11018	4712	1240	1215	2355	1120	1040	1280	670	1065	1235	872	713	682	4436	2242
437	4	"C:\Users\sociallab2\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"19.11.2019"	"13:47:11"	"28"	3	4	2	5	5	4	6	4	2	4	3	6	3	2	3	4	4	3	2	2	6	3	3	2	"ok"	"ok"	"ok"	"ok"	4	6	4	5	4	5	5	5	4	4	6	6	4	4	5	5	5	4	3	3	5	6	3	5	5	5	5	2	4	5	3	4	5	5	6	7	3	6	4	5	4	4	2	2	6	6	2	5	"ok"	4	4	2	2	2	1	1	2	2	1	1	2	1	1	6	6	3	6	3	4	3	5	5	5	4	2	4	5	3	3	4	5	1	2	6	6	4	4	4	5	5	5	6	6	2	5	3	6	6	4	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	1	5	6	5	4738	1192	2415	1968	2105	3210	2345	4240	2215	1185	2350	2823	1705	1288	4105	1665	1650	3305	1752	1993	2775	2335	1545	2048	2080	2550	5410	2375	3640	2255	3418	2458	3040	2240	5808	1963	3873	7145	1640	3005	3160	1665	3162	2090	2040	4027	2590	2433	6183	6437	4007	2905	2310	3160	2167	2655	4160	11640	3822	5265	4142	2216	5318	2872	2618	6128	3733	3590	6288	5383	4000	2238	28643	14678	9933	22943	11285	13010	12673	25926	30426	6750	25425	14362	4900	2922	3563	4362	5112	3858	3370	5457	6178	5170	3660	4747	8058	3635	6907	3523	6735	4750	8013	3905	12297	3315	4593	3948	5225	2395	3912	3338	5220	6748	7210	4353	2827	6210	1145	5835	982	1535	1047	1153	495	1088	1560	790	888	1408	10085	4890
438	6	"C:\Users\sociallab2\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"19.11.2019"	"15:27:45"	"20"	1	1	1	1	4	3	1	1	1	1	1	1	1	1	1	1	5	4	1	1	1	1	1	1	"ok"	"ok"	"ok"	"ok"	6	5	6	6	3	3	6	6	4	3	4	5	6	3	3	3	3	3	5	5	4	3	5	4	1	1	2	3	6	5	3	3	3	3	3	2	2	2	2	3	7	7	2	3	2	2	3	3	"ok"	6	6	2	1	1	2	2	2	1	1	1	1	2	1	6	5	6	6	2	5	2	6	5	3	3	3	1	2	2	5	5	2	99	99	4	5	2	6	4	7	6	7	7	7	4	2	5	7	5	2	2	2	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	99	99	1	3	7	5	1623	480	1865	645	3503	2502	1270	465	550	778	572	542	543	528	473	528	1615	4630	3321	472	1160	560	610	1397	1727	7880	1315	1230	1470	1590	1943	2433	3088	3338	3502	2190	1570	1167	2080	7538	2295	2823	2982	2120	1870	2598	2070	4000	1465	1105	2097	1168	2242	1403	5162	2137	1030	1838	5465	2290	1378	1960	1775	1745	3450	2953	1498	1303	1280	1920	1400	1615	15763	4493	7813	5123	6453	9680	5282	6042	5932	9246	4540	14653	7337	4635	2818	6660	5840	5795	3785	6898	5660	13433	7522	3811	8217	6403	4650	5290	6745	5738	13547	5683	8185	6547	4513	3153	5057	3203	3435	4298	7745	3818	6368	3570	7362	6378	1345	2518	4140	1207	2015	1390	1343	1422	1168	1160	1495	1512	5358	3945
446	6	"C:\Users\sociallab2\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"26.11.2019"	"13:11:17"	"21"	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1	2	1	2	1	1	"ok"	"ok"	"ok"	"ok"	5	5	5	7	5	6	5	5	5	5	6	6	6	5	6	5	7	7	5	5	7	6	6	6	5	6	7	7	6	6	5	5	5	5	6	7	6	5	7	5	7	7	5	5	6	7	6	6	"ok"	7	7	1	2	1	1	1	1	2	2	2	1	1	1	7	4	4	4	1	1	4	1	1	1	1	1	1	4	4	4	1	7	99	99	7	1	1	7	1	4	7	7	7	7	7	1	4	7	7	1	2	2	"ok"	2	1	1	1	1	2	2	2	2	2	2	2	2	99	99	1	4	7	7	889	1841	4025	1341	1139	3057	592	437	796	437	639	624	795	655	717	421	4040	2090	453	951	608	4742	1420	2496	1888	718	2511	3354	1295	2371	1482	998	1685	640	1731	4072	1248	951	2152	1435	1061	1576	2450	1731	6068	1825	4461	6396	983	1404	671	1498	1263	2200	4040	6801	764	608	936	1545	1201	733	8190	936	904	1046	1497	920	1482	889	468	1404	7956	10562	15694	12917	10780	6552	4821	8767	14180	6973	7925	2637	5382	3198	2574	4742	9204	3042	4493	3369	2324	5164	2792	1747	8736	4618	3619	12777	5834	5242	3993	6818	9344	3572	4196	13260	8003	2512	2231	2745	3572	5647	9719	3042	8533	4103	3011	983	1217	1545	1264	2995	5570	1264	1123	843	2371	3791	3978	2620
448	1	"C:\Users\sociallab2\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"27.11.2019"	"13:13:08"	"23"	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	4	4	1	1	1	1	1	1	"ok"	"ok"	"ok"	"ok"	1	1	5	5	2	1	2	3	2	1	1	1	1	1	2	1	2	2	4	5	2	1	1	2	3	3	5	4	4	5	4	3	4	3	3	5	5	3	5	5	4	5	3	3	5	3	3	4	"ok"	7	6	2	1	2	2	2	2	1	1	2	2	2	2	7	4	6	6	4	4	4	4	2	5	1	3	4	4	4	5	4	3	99	99	6	4	3	5	4	6	5	6	5	5	3	3	6	5	7	2	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	5	5	1	473	918	738	790	1367	4052	610	1005	830	630	723	533	561	558	2550	622	9513	5910	1437	630	610	3062	578	567	1520	1143	1295	2033	1550	1662	2603	2583	1612	1520	1590	1760	2063	1682	2282	2120	2343	3317	3970	3102	1355	1310	1295	2382	1950	2437	2165	4407	1977	1815	2378	990	1832	2015	2562	6563	2062	1735	2823	5663	2253	5458	792	1682	2393	918	6115	2233	3817	2667	2938	11372	5173	4310	8877	4103	4555	3675	3373	2677	5682	8097	4218	4802	8573	6098	8632	9305	7360	8792	7418	4155	8938	22785	4482	5513	5680	12987	8925	6665	16505	10228	4378	3785	20177	3495	6170	6657	4258	7632	7948	9593	8627	5610	1265	800	7345	578	630	775	1440	767	2470	1025	760	4067	6788	6387
453	1	"C:\Users\sociallab2\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"29.11.2019"	"12:32:38"	"20"	2	2	4	4	5	3	2	2	2	2	3	2	2	2	2	2	6	6	2	3	4	4	2	2	"ok"	"ok"	"ok"	"ok"	3	4	5	5	4	4	4	5	3	3	4	4	3	4	3	3	4	4	4	6	4	5	3	3	4	4	5	4	6	5	3	3	5	4	3	3	4	3	4	4	6	6	5	5	5	5	4	4	"ok"	4	4	2	2	2	1	2	2	1	1	1	2	1	1	6	4	2	6	5	1	5	2	7	6	2	3	4	5	5	4	5	5	99	99	6	2	4	5	4	7	6	6	6	6	1	2	6	5	7	4	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	4	4	2	1188	1530	1288	1502	1895	2087	5297	1215	1058	1195	1240	865	2123	993	775	1250	2698	1388	2053	1462	2367	7425	2560	1850	2200	2303	1337	930	1360	1865	4163	3780	1020	4848	2145	1935	1490	3043	895	6655	2185	1808	1400	2323	1815	3335	990	7705	11665	1560	5157	2703	1695	1970	6495	1560	4158	3225	1450	2387	2938	3592	1730	6048	1817	2217	1170	7683	4802	4830	2233	1992	19853	2995	9251	6070	4737	2595	2767	3500	11355	2485	12245	2858	4973	4083	3817	5210	6748	7305	5050	16715	6235	6817	7756	19905	7242	5298	6258	3702	4435	9267	8310	8025	6905	6835	7995	3420	6315	3410	5296	8540	4107	4283	7725	6900	3565	4788	1528	2818	2473	1417	1232	2320	1562	3280	2407	2650	1965	1515	6143	1842
456	5	"C:\Users\sociallab2\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"29.11.2019"	"14:57:58"	"18"	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	2	2	6	1	1	2	1	1	2	"ok"	"ok"	"ok"	"ok"	2	2	4	4	2	3	2	4	1	2	2	4	2	4	2	3	3	5	4	4	3	3	3	4	1	4	3	4	3	4	4	4	1	3	1	3	4	6	4	3	1	5	1	4	5	3	4	4	"ok"	6	4	1	1	1	1	1	1	2	2	2	2	2	2	5	5	5	7	3	5	5	6	4	7	4	1	1	4	2	4	7	1	99	99	6	4	3	7	1	7	4	7	5	5	2	1	7	7	7	2	2	1	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	99	99	1	4	7	5	4562	1520	14105	3125	3835	2018	4742	3132	1102	1753	857	7628	1542	1280	2407	3117	4710	23262	1673	3103	2995	2423	1295	3880	8360	2275	2063	3960	5895	4593	6522	5752	2726	6840	4495	6655	1920	3430	9422	4495	4400	9303	3590	3840	4840	5847	2625	7952	5558	12275	3658	3768	6702	4125	6103	1765	5303	3880	1750	5550	5697	13895	4870	3927	8495	6678	1855	7872	5165	4040	1928	7983	3775	7995	5892	7148	14901	5195	4162	4885	4780	6433	3180	2315	11493	5585	11802	8355	7666	13705	4867	10402	6156	17017	5858	3450	13025	10185	9825	12018	5417	14283	11695	7796	14643	6147	7618	4945	10625	3140	15353	15283	10425	7618	7017	14763	3355	17178	483	400	568	422	415	1900	400	823	4885	3462	1640	408	6572	9043
462	2	"C:\Users\sociallab2\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"04.12.2019"	"12:59:11"	"20"	1	1	3	3	3	2	2	1	1	1	1	1	1	2	2	3	4	4	2	3	2	1	2	1	"ok"	"ok"	"ok"	"ok"	2	2	5	6	4	4	4	4	4	3	1	1	4	4	4	4	3	2	6	6	5	4	4	5	3	3	4	4	5	5	5	3	3	3	3	3	4	4	4	4	5	5	3	4	3	4	4	4	"ok"	4	4	1	2	1	2	1	2	2	1	1	1	1	2	6	4	3	6	5	2	3	4	4	5	3	1	3	5	4	6	3	4	99	99	6	2	2	7	4	6	6	7	7	6	2	3	5	6	6	3	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	3	4	1	1533	740	1992	2992	2368	6608	1717	1560	2615	2227	1895	1433	1303	1942	4638	2770	1615	4068	1760	2822	1782	3088	1962	1160	2815	3335	2078	1873	2453	2948	3418	4545	5158	5168	1205	2135	3640	2077	1682	1663	2408	5193	4065	1662	1750	2455	1775	2307	2655	1448	1280	3123	3343	4087	2723	2400	2080	1753	3735	1250	1840	2303	2903	1963	2880	2742	1417	1440	2098	2007	1542	1640	7383	4620	3215	6408	6142	6895	9917	10618	7805	10463	5340	6165	3535	4843	6552	3763	4937	4050	4018	4787	6801	6568	4027	3938	7177	4546	5968	6413	6480	9410	10903	8035	5562	6153	6737	3640	6235	7338	3457	4058	5667	5571	4432	6548	4577	5065	1347	925	2123	988	1542	2672	1130	1218	1485	1402	1223	3908	9485	3065
459	5	"C:\Users\sociallab2\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"04.12.2019"	"14:27:02"	"20"	2	1	2	3	2	2	2	3	3	1	3	2	3	1	2	1	3	4	2	2	2	2	3	1	"ok"	"ok"	"ok"	"ok"	4	5	5	5	4	4	4	5	3	3	3	5	4	4	3	4	5	4	5	5	3	4	2	3	3	4	4	4	4	4	2	4	3	2	4	3	3	3	3	2	5	6	3	3	2	2	3	3	"ok"	5	5	1	2	2	1	2	1	2	2	2	2	1	2	6	5	6	5	3	2	2	3	4	3	2	2	2	1	2	2	3	1	99	99	6	3	4	2	4	6	6	6	5	5	3	2	4	5	6	5	2	2	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	3	5	7	6	3512	2488	2647	2805	3815	1998	1655	2220	1408	1518	3348	1392	3000	2297	2130	1177	1570	2640	1960	1832	4082	1163	5031	2850	6202	2877	3375	6216	2062	2015	3410	3472	2035	6280	2463	2857	3673	1867	3265	2327	3872	4775	3472	1625	2423	2632	2248	2425	5203	2210	2358	5390	3152	2895	1440	2530	1512	1817	2192	3535	3042	3152	2150	1770	1927	2625	1243	1463	1363	2408	1662	2898	4985	12161	4458	4915	6780	23475	4833	8585	8665	16641	22450	7100	3795	3297	2105	3887	6243	3962	3283	3865	5795	4738	3032	2483	7215	4610	6483	4028	8007	6740	12541	4842	7353	5297	2592	2530	3075	1770	4225	3003	3825	4075	5778	2650	8690	4871	1393	2895	1512	2113	768	1568	1190	1105	1495	1950	1068	3385	4435	2658
330	6	"C:\Users\User\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"10/21/2019"	"14:16:28"	"18"	2	2	4	4	6	2	2	3	2	2	2	2	2	2	2	2	4	7	2	2	2	2	1	2	"ok"	"ok"	"ok"	"ok"	2	3	4	5	6	5	3	3	2	2	2	2	2	5	2	2	4	4	3	3	2	3	2	3	4	3	3	2	7	7	4	3	2	2	4	4	2	4	4	3	6	6	1	2	3	3	3	5	"ok"	5	4	1	1	1	2	2	1	1	2	2	1	2	2	5	6	6	6	4	5	2	3	5	3	3	5	3	3	5	4	4	2	99	99	5	3	3	7	5	6	5	6	6	6	1	2	5	5	6	5	2	2	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	3	5	6	6	1109	1586	1970	1515	1546	1630	1600	2871	1708	1986	810	2476	865	850	2179	709	2860	1806	2120	779	806	846	1960	1136	2496	2950	3907	2386	2146	2216	1610	1775	3536	2460	1645	2630	2150	2967	1696	4116	5289	2426	6668	2639	2100	2106	1498	1646	1956	1801	2376	2380	1826	1195	3810	968	1226	1896	4145	1827	1686	1366	980	985	1565	1697	1966	1756	2005	1396	1986	1746	3637	2570	2426	4226	3198	3960	3486	3166	3009	8156	2236	4860	4417	3638	4119	4750	5299	3179	2689	5606	7469	5008	4958	2757	7327	5678	4499	3618	10378	13008	11908	3689	8520	7789	3397	8527	8918	3709	3189	4489	9169	3689	3610	13437	3878	8838	2226	1410	3521	1000	1726	1216	1040	1390	1676	2236	840	1276	3999	2629
332	3	"C:\Users\User\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"10/22/2019"	"13:38:32"	"20"	1	1	4	1	7	7	3	3	6	6	1	2	1	1	1	1	7	7	1	1	2	2	4	3	"ok"	"ok"	"ok"	"ok"	3	2	5	5	7	5	6	4	5	4	2	3	3	3	3	3	6	6	2	3	3	4	4	3	6	6	3	3	7	7	3	3	3	2	5	7	3	6	5	3	7	7	2	3	7	6	7	7	"ok"	2	3	1	1	2	1	2	1	1	2	2	2	1	2	7	3	6	7	1	3	2	4	2	4	3	2	3	2	2	4	3	3	1	2	6	3	1	7	1	6	7	7	7	5	1	1	6	5	6	1	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	1	5	5	7	2196	2970	2939	3000	2797	3379	2930	4356	5996	3276	1430	2650	1808	2639	2147	3996	2836	1980	2306	6058	2190	2316	3346	2677	4286	7437	14205	2546	6300	4366	9586	2331	4600	3406	2936	2190	4750	3746	4176	4557	6676	3040	5550	4236	2979	3126	7070	5180	4316	6237	4838	4986	5005	4010	5926	2696	6356	2969	5996	8381	4557	3376	4299	2326	2520	2776	3089	3460	7050	5276	4460	7060	6786	5045	6746	6759	7600	4495	6995	7435	7476	4906	8840	7556	4788	5829	2459	3569	5238	4229	3140	3377	3898	11175	3618	5548	7317	5534	3548	6049	5415	9177	6938	4598	6368	3910	3988	3268	4327	2409	2169	7158	5200	3844	3120	3288	4089	4241	1106	5316	2986	11120	3010	1310	2895	2455	1576	1296	2526	1951	9340	3377
336	2	"C:\Users\User\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"10/22/2019"	"14:15:49"	"22"	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	"ok"	"ok"	"ok"	"ok"	4	4	5	7	5	6	4	7	3	1	3	5	3	6	5	5	3	4	6	5	2	4	1	1	3	4	4	6	4	5	3	3	3	4	3	3	2	3	5	3	4	6	3	4	4	4	3	4	"ok"	6	5	2	2	1	2	2	2	1	1	1	1	2	1	7	4	5	7	4	7	2	7	7	7	7	7	1	7	1	1	3	1	99	99	7	7	1	7	5	6	7	1	1	1	6	7	7	4	6	1	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	4	6	1	1309	1380	1700	2296	1030	1346	3329	4631	1196	1766	1556	1346	1309	1060	1630	3599	3706	11750	736	1477	1286	6861	6325	1317	4920	1896	5816	4366	6387	2390	7419	9089	5130	4336	7369	7436	7626	5539	2780	11819	5340	4726	3166	5150	2896	2691	5921	3550	1676	7945	3475	6370	6346	5446	6246	9389	7721	6239	6405	4216	1919	2480	1721	3109	6046	3899	2096	1356	5856	7406	4816	2056	7356	5376	10846	20501	10460	9190	20465	12620	8667	9967	11140	16400	8357	6438	15727	5789	9568	6790	15396	9701	7679	3959	3518	3638	7121	2726	6499	5499	15581	4986	8188	4259	7269	7359	14758	7021	6306	8618	3168	12678	21997	7613	4028	8697	7267	4884	536	1876	616	1240	550	1970	1419	856	510	507	2000	846	12558	6198
