"Subject"	"Cond"	"Exper"	"Inifile"	"Date"	"Time"	"Age"	"Attr_01_fem"	"Attr_01_mas"	"Attr_02_fem"	"Attr_02_mas"	"Attr_03_fem"	"Attr_03_mas"	"Attr_04_fem"	"Attr_04_mas"	"Attr_05_fem"	"Attr_05_mas"	"Attr_06_fem"	"Attr_06_mas"	"Attr_07_fem"	"Attr_07_mas"	"Attr_08_fem"	"Attr_08_mas"	"Attr_09_fem"	"Attr_09_mas"	"Attr_10_fem"	"Attr_10_mas"	"Attr_11_fem"	"Attr_11_mas"	"Attr_12_fem"	"Attr_12_mas"	"Debrief01"	"Debrief02"	"Debrief03"	"Debrief04"	"Formid_01_fem"	"Formid_01_mas"	"Formid_02_fem"	"Formid_02_mas"	"Formid_03_fem"	"Formid_03_mas"	"Formid_04_fem"	"Formid_04_mas"	"Formid_05_fem"	"Formid_05_mas"	"Formid_06_fem"	"Formid_06_mas"	"Formid_07_fem"	"Formid_07_mas"	"Formid_08_fem"	"Formid_08_mas"	"Formid_09_fem"	"Formid_09_mas"	"Formid_10_fem"	"Formid_10_mas"	"Formid_11_fem"	"Formid_11_mas"	"Formid_12_fem"	"Formid_12_mas"	"Health_01_fem"	"Health_01_mas"	"Health_02_fem"	"Health_02_mas"	"Health_03_fem"	"Health_03_mas"	"Health_04_fem"	"Health_04_mas"	"Health_05_fem"	"Health_05_mas"	"Health_06_fem"	"Health_06_mas"	"Health_07_fem"	"Health_07_mas"	"Health_08_fem"	"Health_08_mas"	"Health_09_fem"	"Health_09_mas"	"Health_10_fem"	"Health_10_mas"	"Health_11_fem"	"Health_11_mas"	"Health_12_fem"	"Health_12_mas"	"Instr"	"MateValue_Body"	"MateValue_Face"	"Mate_Pair01"	"Mate_Pair02"	"Mate_Pair03"	"Mate_Pair04"	"Mate_Pair05"	"Mate_Pair06"	"Mate_Pair07"	"Mate_Pair08"	"Mate_Pair09"	"Mate_Pair10"	"Mate_Pair11"	"Mate_Pair12"	"PP01"	"PP02"	"PP03"	"PP04"	"PP05"	"PP06"	"PP07"	"PP08"	"PP09"	"PP10"	"PP11"	"PP12"	"PP13"	"PP14"	"PP15"	"PP16"	"PP17"	"PP18"	"PPVAS1"	"PPVAS2"	"RS01"	"RS02"	"RS03"	"RS04"	"RS05"	"RS06"	"RS07"	"RS08"	"RS09"	"RS10"	"RS11"	"RS12"	"RS13"	"RS14"	"RS15"	"RS16"	"RSVAS1"	"RSVAS2"	"Rating_Instr"	"Recog_01"	"Recog_02"	"Recog_03"	"Recog_04"	"Recog_05"	"Recog_06"	"Recog_07"	"Recog_08"	"Recog_09"	"Recog_10"	"Recog_11"	"Recog_12"	"RelationshipStatus"	"SPVAS1"	"SPVAS2"	"SexOrient"	"VIS01"	"VIS02"	"VIS03"	"tAttr_01_fem"	"tAttr_01_mas"	"tAttr_02_fem"	"tAttr_02_mas"	"tAttr_03_fem"	"tAttr_03_mas"	"tAttr_04_fem"	"tAttr_04_mas"	"tAttr_05_fem"	"tAttr_05_mas"	"tAttr_06_fem"	"tAttr_06_mas"	"tAttr_07_fem"	"tAttr_07_mas"	"tAttr_08_fem"	"tAttr_08_mas"	"tAttr_09_fem"	"tAttr_09_mas"	"tAttr_10_fem"	"tAttr_10_mas"	"tAttr_11_fem"	"tAttr_11_mas"	"tAttr_12_fem"	"tAttr_12_mas"	"tFormid_01_fem"	"tFormid_01_mas"	"tFormid_02_fem"	"tFormid_02_mas"	"tFormid_03_fem"	"tFormid_03_mas"	"tFormid_04_fem"	"tFormid_04_mas"	"tFormid_05_fem"	"tFormid_05_mas"	"tFormid_06_fem"	"tFormid_06_mas"	"tFormid_07_fem"	"tFormid_07_mas"	"tFormid_08_fem"	"tFormid_08_mas"	"tFormid_09_fem"	"tFormid_09_mas"	"tFormid_10_fem"	"tFormid_10_mas"	"tFormid_11_fem"	"tFormid_11_mas"	"tFormid_12_fem"	"tFormid_12_mas"	"tHealth_01_fem"	"tHealth_01_mas"	"tHealth_02_fem"	"tHealth_02_mas"	"tHealth_03_fem"	"tHealth_03_mas"	"tHealth_04_fem"	"tHealth_04_mas"	"tHealth_05_fem"	"tHealth_05_mas"	"tHealth_06_fem"	"tHealth_06_mas"	"tHealth_07_fem"	"tHealth_07_mas"	"tHealth_08_fem"	"tHealth_08_mas"	"tHealth_09_fem"	"tHealth_09_mas"	"tHealth_10_fem"	"tHealth_10_mas"	"tHealth_11_fem"	"tHealth_11_mas"	"tHealth_12_fem"	"tHealth_12_mas"	"tMate_Pair01"	"tMate_Pair02"	"tMate_Pair03"	"tMate_Pair04"	"tMate_Pair05"	"tMate_Pair06"	"tMate_Pair07"	"tMate_Pair08"	"tMate_Pair09"	"tMate_Pair10"	"tMate_Pair11"	"tMate_Pair12"	"tPP01"	"tPP02"	"tPP03"	"tPP04"	"tPP05"	"tPP06"	"tPP07"	"tPP08"	"tPP09"	"tPP10"	"tPP11"	"tPP12"	"tPP13"	"tPP14"	"tPP15"	"tPP16"	"tPP17"	"tPP18"	"tRS01"	"tRS02"	"tRS03"	"tRS04"	"tRS05"	"tRS06"	"tRS07"	"tRS08"	"tRS09"	"tRS10"	"tRS11"	"tRS12"	"tRS13"	"tRS14"	"tRS15"	"tRS16"	"tRecog_01"	"tRecog_02"	"tRecog_03"	"tRecog_04"	"tRecog_05"	"tRecog_06"	"tRecog_07"	"tRecog_08"	"tRecog_09"	"tRecog_10"	"tRecog_11"	"tRecog_12"	"tVIS01"	"tVIS02"
301	3	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"17.10.2019"	"15:57:00"	"22"	1	2	1	2	2	2	2	3	2	2	1	2	1	1	2	2	5	6	1	2	2	2	2	2	"ok"	"ok"	"ok"	"ok"	1	2	5	5	4	4	5	5	3	2	3	5	2	5	3	4	4	4	4	6	3	3	2	4	2	2	3	5	5	6	5	6	4	5	3	3	1	1	5	4	5	3	3	5	4	5	6	6	"ok"	6	6	2	1	1	2	1	1	1	1	2	2	1	2	7	6	2	7	1	6	1	6	7	7	4	1	1	7	2	2	4	1	2	1	1	5	1	7	1	7	7	7	7	4	1	1	7	5	7	1	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	99	99	1	4	7	7	1740	1430	2540	1590	1557	1412	1470	8523	4118	1580	1703	2698	1402	1140	1205	4330	4703	4433	6175	1538	1648	1910	1380	2403	2360	2052	2357	1490	6603	4212	1778	6463	5018	1160	1805	2865	6653	2245	4300	2568	4140	3298	2803	2517	1680	2017	1990	2385	4848	4527	3405	2907	2265	2637	3325	4848	3972	1740	2533	3060	2798	3583	4745	2422	1512	4240	1980	3308	11738	2380	5130	6443	9273	5445	5913	2781	7785	5673	7513	5045	6560	8227	2405	3173	2913	3553	6240	4871	5310	4308	2772	4163	3512	4412	4015	3408	5440	3502	6305	5828	8483	4740	5865	5781	13293	8685	3615	2410	7126	2785	2188	5103	4658	6468	5095	3685	3025	5077	453	492	728	595	4413	492	3947	1330	510	2170	515	628	2720	2600
305	4	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"17.10.2019"	"16:30:12"	"22"	1	1	4	3	4	4	3	3	5	4	2	2	1	1	2	1	4	4	2	2	4	3	1	1	"ok"	"ok"	"ok"	"ok"	4	3	5	6	3	4	4	6	4	4	3	4	3	4	5	3	3	5	5	5	4	4	4	2	5	5	4	5	6	5	4	5	4	4	6	7	6	6	6	5	5	5	5	6	4	4	6	7	"ok"	4	4	1	2	1	2	1	2	1	2	1	1	2	2	5	4	6	7	4	1	1	2	1	1	1	5	5	1	7	5	1	6	1	2	6	6	4	4	5	6	4	6	3	4	6	3	6	7	7	2	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	99	99	3	5	6	3	1545	1302	2155	1632	3245	2095	1180	1572	2717	2392	1863	1820	1325	1525	2335	1720	1420	2018	1682	3088	1750	1367	2423	1383	1080	2123	1220	1153	1707	1740	1435	2275	1682	2337	1967	1870	1238	1408	1318	1975	1427	1582	1488	940	1518	1285	1127	1980	2923	2623	1503	2510	2590	1640	1980	1273	2950	1837	1213	1868	1318	2002	1735	1745	5287	1303	2100	1983	2220	3943	1430	1785	8940	3030	3592	4652	5046	4463	5275	7453	4095	9800	8705	10877	4573	3353	2560	4230	4740	2733	2480	3593	3857	3955	2832	3151	6128	8930	3375	3060	5472	6428	9128	4502	5548	4458	2373	2390	5437	4277	3967	4797	4910	5252	2885	3648	2920	5792	815	1158	10653	883	1395	993	888	3342	1102	4462	823	1565	4378	2102
307	3	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"18.10.2019"	"09:30:24"	"18"	3	4	3	4	3	4	2	2	2	2	2	3	2	2	2	2	5	6	2	2	2	2	2	2	"ok"	"ok"	"ok"	"ok"	4	5	6	6	5	5	4	5	5	4	4	6	5	6	4	4	4	4	4	5	4	3	5	5	4	5	5	4	4	3	6	5	5	4	4	5	4	6	5	5	5	5	5	4	4	3	4	4	"ok"	4	4	1	1	1	1	1	1	1	1	1	2	2	2	4	3	6	5	3	4	2	4	2	4	3	3	3	3	3	3	4	4	1	2	5	4	2	5	2	7	5	5	6	5	3	4	4	7	7	1	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	1	5	5	2	4992	2667	2699	2246	2106	3541	717	1763	3151	967	1248	1264	1326	3603	1514	936	2512	1108	2340	2433	2262	889	889	905	2044	4009	2278	2558	2808	2247	1295	6615	2528	2184	1108	3495	1669	2043	2246	2184	3120	2605	2542	3229	1997	10889	936	2324	1248	2309	1716	2262	2933	1654	2387	1389	2091	2652	1264	2481	1451	4462	1482	873	889	3620	1108	1560	3151	3370	1560	3182	2013	2824	4758	2169	3261	1779	10109	2527	5741	2902	2262	2402	3495	4665	3417	3260	4649	2637	4056	3136	3448	5991	3712	3697	5663	4540	3697	2886	5943	7425	11965	4758	7316	5257	4306	2840	4477	2558	2434	5663	7987	2667	7379	3697	2309	4150	905	1029	1014	1342	1202	983	889	1014	1404	1903	905	968	5756	2387
309	2	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"18.10.2019"	"10:18:39"	"29"	1	1	3	3	6	4	2	4	2	4	3	2	3	2	4	3	5	4	2	2	2	2	2	1	"ok"	"ok"	"ok"	"ok"	4	4	5	6	6	7	6	7	3	4	5	5	4	6	4	6	4	3	6	7	6	5	3	6	2	4	1	4	7	6	4	4	4	2	2	4	3	4	4	3	5	6	3	2	2	4	4	3	"ok"	4	4	2	2	2	2	2	2	2	2	1	1	2	1	7	3	2	6	7	1	1	1	4	1	1	1	6	2	5	5	1	6	99	99	7	4	2	7	2	7	7	7	5	5	1	1	7	7	7	1	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	5	7	6	948	2190	2780	1980	3035	1723	1955	3877	2940	2758	3552	6812	2247	3048	3053	3690	3380	2465	9463	6050	2457	1953	1730	1990	2530	3290	2235	2515	4820	4093	2820	2780	2087	2350	5347	1803	2135	2653	7787	7925	5640	7998	5152	6603	5050	3915	3682	12188	4402	2933	3337	4403	5153	2943	3630	2265	4597	6423	3308	5087	3935	2525	4335	3228	2835	2580	2675	6977	6603	4315	2985	5345	8580	3812	5115	6628	11991	6551	5000	8787	18528	11588	9370	3550	5368	7520	4793	5843	5953	4158	4330	4320	7247	5053	5225	1810	10428	6960	4158	7217	6913	6868	6368	8550	8978	5712	4103	4662	7372	2952	5036	6713	4778	5740	5137	5518	4981	5220	1097	1642	4152	7668	943	4495	3757	997	2315	895	3097	1005	4570	3097
312	1	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"18.10.2019"	"11:21:01"	"19"	1	2	5	3	4	4	2	4	3	4	3	3	2	2	3	2	5	5	1	2	1	2	2	3	"ok"	"ok"	"ok"	"ok"	2	3	6	6	5	5	4	5	5	6	3	4	4	5	3	5	5	5	4	7	3	3	2	5	4	3	5	4	6	4	3	4	5	6	5	4	5	5	3	2	6	5	3	3	4	3	3	4	"ok"	5	5	1	2	2	1	2	1	2	2	2	2	2	2	6	6	6	7	3	5	3	5	5	6	5	7	2	3	5	3	6	1	99	99	7	4	2	6	3	7	6	5	6	6	1	2	6	6	6	2	99	99	"ok"	1	2	1	2	1	2	2	2	2	2	2	2	2	2	1	1	5	6	1	1910	4933	2063	2478	2008	3755	3635	2940	2423	1820	4836	2585	1340	2125	3183	1525	1883	1890	2462	1763	2510	1505	1588	1917	5208	1500	1955	1497	1680	1618	1793	2643	1908	1997	4110	1783	1575	1920	1763	2170	1437	2445	2708	1935	2620	4480	2430	3282	1870	5403	7532	3497	1963	4482	1900	1915	8152	1268	2355	3668	2380	2460	1708	2803	6452	3195	1915	2020	3722	2415	2110	3650	2780	2610	3835	5390	5760	6610	7510	7722	6350	4205	6010	2738	6305	2640	4861	4183	8483	5963	4020	2852	4648	4557	2882	3037	4597	4875	5948	8480	4900	6095	9613	7965	8000	4340	5445	3525	4600	2770	3573	3887	5158	8245	5240	3170	3028	3813	3747	3065	1432	1115	1760	2660	2730	1823	1567	1000	1965	2140	8983	3835
315	2	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"18.10.2019"	"12:14:40"	"19"	1	1	2	2	1	2	2	1	2	2	1	2	1	1	2	2	5	5	2	3	2	2	1	1	"ok"	"ok"	"ok"	"ok"	4	5	6	7	4	6	6	6	3	6	4	6	6	6	3	4	5	5	6	5	5	6	4	5	4	5	2	5	5	5	5	3	3	6	4	5	3	6	5	6	6	6	4	2	4	5	4	5	"ok"	2	4	1	1	1	1	1	2	2	1	2	1	1	1	5	4	2	7	1	1	4	4	7	6	4	1	1	6	1	2	5	3	99	99	5	3	1	7	3	7	7	7	7	6	3	1	6	5	7	4	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	3	4	5	862	1740	1007	2063	3160	1323	2003	1025	820	1365	1455	2103	670	1447	1885	3245	2042	3180	1173	2182	1895	1252	825	4287	2838	1412	1973	2262	1705	2360	2665	1420	4435	1118	1852	1373	1445	870	2590	2888	760	2137	1398	1658	2140	940	823	1170	2512	4418	2672	1095	2505	833	4033	2448	2038	2050	3340	1158	1665	2793	1975	930	2402	8150	800	1452	1715	1718	2018	1123	2720	2538	3480	4627	3358	5735	2435	3832	6115	3685	2598	2925	4407	2795	3630	4120	7403	10193	4325	5002	3845	5033	3738	3253	4567	4357	3177	5060	7412	7268	6210	6923	8325	3895	5470	3185	4188	2018	2546	6523	5770	5417	6403	3983	3047	8163	593	3075	697	535	918	1105	1127	1498	1015	650	1978	705	4927	3685
318	3	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"18.10.2019"	"13:31:52"	"23"	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	6	6	1	1	1	1	1	2	"ok"	"ok"	"ok"	"ok"	1	2	1	3	2	2	1	2	1	1	1	1	1	1	2	1	4	6	2	2	1	1	2	3	2	2	4	5	4	4	3	3	3	2	1	2	2	2	3	3	6	6	2	3	2	2	2	3	"ok"	6	6	1	1	1	2	2	1	2	2	2	2	2	1	6	4	5	6	4	5	2	5	7	5	4	4	2	4	2	4	5	4	1	2	5	7	4	6	5	6	5	7	5	2	2	2	5	5	6	2	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	99	99	1	5	6	3	900	1337	3525	3660	2037	3147	922	857	1050	1092	765	1475	1030	925	1898	2315	6888	5427	1888	3598	1718	2332	2163	2113	2525	2418	1750	3252	2308	2310	1698	3885	1650	860	4696	1573	873	2223	5140	925	3445	5850	1420	1747	707	1333	1812	4707	4583	1588	3405	9805	3982	3363	6421	1947	3798	1868	3020	4163	1708	1370	2060	2700	6025	4323	2347	2830	3583	1705	1245	3662	7978	8096	8728	4358	4920	6312	4915	3878	12990	9000	3295	4735	4078	5890	4697	5050	5260	5455	4165	4050	5153	6018	3505	4793	8322	4520	10740	6697	7561	9532	10120	7471	12978	4080	4402	3463	5765	3305	4285	8443	9150	4215	9158	7228	5512	5450	1530	1605	2615	978	2085	1597	1965	2178	4228	2292	1775	3633	5687	2810
321	5	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"18.10.2019"	"14:06:35"	"22"	1	1	1	1	4	3	1	1	1	1	1	1	1	1	1	1	4	4	1	1	1	1	1	1	"ok"	"ok"	"ok"	"ok"	1	1	3	3	4	4	1	1	1	1	1	1	1	1	1	1	4	4	1	1	1	1	1	1	3	5	2	4	6	6	3	4	3	3	4	4	5	5	4	5	3	5	1	1	3	2	4	5	"ok"	6	5	1	1	1	2	1	1	1	2	2	2	1	2	6	4	5	5	5	5	2	6	7	7	5	2	2	5	4	5	4	1	99	99	6	6	5	4	4	6	2	7	4	4	2	2	6	6	6	4	2	2	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	1	4	5	3	1320	725	1057	572	3637	2747	658	613	888	1323	807	1245	1733	7330	1092	2207	2457	4497	827	1215	877	1431	1002	790	1302	640	3990	2983	8612	4900	1410	1683	1263	1460	1117	748	5077	1443	1290	855	1797	4390	1085	1130	633	1580	660	730	3023	3810	2118	5037	2743	1613	3267	4643	2337	1660	3295	6297	4248	2653	4645	3680	2768	4963	3222	1550	5688	1890	1600	3923	2423	4858	3625	22468	1843	3988	2585	1923	8580	3852	4970	4347	7382	5565	4087	8113	18372	4403	2883	4500	5847	4495	6682	4940	6228	5420	10115	7677	6763	6475	7988	5583	9903	8743	4375	3660	8460	4010	6187	11360	11875	3372	6810	6443	2762	4615	725	3225	1098	657	930	972	530	777	1453	822	893	1275	2855	5737
324	1	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"18.10.2019"	"15:09:52"	"19"	1	2	2	1	4	3	1	1	2	3	1	1	1	1	3	2	3	5	2	1	1	1	1	1	"ok"	"ok"	"ok"	"ok"	3	5	3	5	5	4	5	6	4	2	4	5	4	4	5	6	2	2	7	6	3	5	3	3	3	6	2	4	7	6	3	4	6	3	6	7	3	3	3	5	4	7	5	3	6	4	4	5	"ok"	5	4	2	1	2	2	2	2	1	1	2	1	1	1	6	6	4	6	2	4	2	5	1	2	3	1	2	5	2	5	5	1	99	99	5	6	1	6	2	7	5	6	5	4	1	2	6	6	7	3	99	99	"ok"	2	1	2	2	2	2	2	2	2	2	2	2	1	2	1	1	4	6	5	2083	1682	2335	1830	2675	2133	2347	1485	2582	1740	1500	1585	2092	1210	3105	3535	4930	3212	2923	4132	1663	1740	1535	1487	2165	3540	3225	4005	4498	6301	4667	2255	3878	2430	5460	4843	2373	3070	3795	4273	3412	5220	3308	2940	2490	3675	4125	6715	3802	6908	4867	4735	2345	8205	5870	4772	4388	4540	2475	6381	8502	5778	5118	5587	8220	4130	4093	4147	6078	5743	3660	4170	3603	5795	6188	5195	3468	4380	7067	3863	9588	10903	6958	6227	5275	3042	4025	8103	9157	4750	3323	6368	4645	7716	4980	3780	5903	7240	4295	5128	10797	5115	10523	6253	14422	6550	4652	3928	7812	3633	8532	8020	5718	7003	8243	5737	3640	11913	6897	2883	2475	1278	7555	6355	1450	3430	5453	6940	9838	4933	4558	6637
326	4	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"18.10.2019"	"16:28:54"	"20"	1	1	4	5	3	2	1	2	2	2	1	1	1	1	1	1	6	7	2	3	1	2	1	2	"ok"	"ok"	"ok"	"ok"	3	5	5	5	3	5	5	5	3	2	4	6	5	5	4	4	3	2	6	5	5	3	5	7	4	4	4	5	5	5	4	3	4	3	5	7	5	4	5	2	5	6	3	4	4	3	4	6	"ok"	5	4	2	2	2	2	2	2	1	1	1	1	1	1	7	6	6	7	3	4	5	6	5	6	6	2	2	5	2	1	6	6	1	2	3	2	1	6	1	7	7	7	7	7	5	1	6	6	7	2	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	99	99	1	3	5	6	1390	2787	5143	2613	2967	2507	4213	2240	4475	2995	2120	1020	902	1115	3663	4853	3700	6975	4923	2773	4853	3670	3053	1780	5775	23925	3863	3925	2780	9467	3995	5055	11140	2357	7625	7168	3355	4560	10432	11257	6747	2428	4313	7965	2830	4000	2605	5825	7575	2352	5408	12883	11233	8927	5596	3878	5168	10982	7253	4053	3150	3262	3358	3278	4505	5070	6835	3813	5395	2570	3037	10075	31698	4740	5463	5780	6660	4525	7785	10120	6115	4510	8847	5157	4025	6770	3820	5790	7938	8320	2985	10218	6546	4370	3948	3495	6825	5425	5123	3878	5498	11685	9085	7683	7673	6345	4895	2795	7430	2353	2463	4096	7662	9037	7560	5350	4225	5595	1330	4110	1158	443	593	765	763	605	1757	2725	470	797	14772	4590
280	1	"C:\Users\sociallab2\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"16.10.2019"	"12:28:54"	"25"	1	1	1	4	5	6	2	1	2	1	1	6	2	2	5	4	7	7	1	1	1	1	3	4	"ok"	"ok"	"ok"	"ok"	3	3	6	6	5	6	5	5	2	3	5	5	5	4	3	5	6	6	3	6	3	4	3	4	7	7	5	6	7	6	5	5	4	2	6	7	7	7	7	7	7	7	1	2	4	6	6	6	"ok"	5	5	1	1	2	1	2	2	2	2	2	2	2	2	6	3	1	7	5	2	2	3	6	5	3	1	4	5	2	5	5	2	99	99	7	6	1	5	4	7	6	7	5	4	1	3	6	7	7	2	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	5	7	1	1320	1182	3070	3997	2960	2353	2820	2395	1897	717	1637	1768	2150	2570	1742	4032	1230	1438	1383	1455	1895	1950	2520	3120	1920	2438	3207	1785	2792	1663	2572	7865	2590	1542	1855	3815	2185	2365	6190	1150	2288	1255	2070	2423	2430	3882	2343	5965	1631	968	1775	3000	1560	1437	2478	1310	1637	3768	1312	2127	1503	2085	1430	1495	3400	1062	2760	2837	4015	4360	1568	1840	3292	5083	5755	7461	8413	15425	4980	7347	6435	11868	5483	4523	4068	8097	3775	3808	5988	4360	3385	5218	9112	6345	4353	5258	6480	4800	13396	6065	6343	6040	7410	7360	11050	8527	5970	3450	5927	3138	3898	6910	6465	6432	6000	4568	2695	4738	1200	568	880	3210	1230	1950	910	905	1000	1175	847	512	5090	3523
285	2	"C:\Users\sociallab2\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"16.10.2019"	"15:27:23"	"19"	2	2	2	1	2	3	2	2	1	1	1	1	1	1	4	2	7	6	2	1	4	4	3	2	"ok"	"ok"	"ok"	"ok"	3	3	3	2	2	4	3	4	1	1	5	5	2	2	2	5	4	7	3	6	3	4	2	6	3	4	2	1	5	4	2	3	1	3	3	3	4	3	4	3	5	4	1	2	5	3	4	4	"ok"	4	5	1	1	1	1	1	2	2	2	1	1	2	1	7	7	5	6	3	5	2	7	2	6	5	3	2	2	1	1	5	3	99	99	5	5	1	7	3	7	7	7	7	2	1	1	7	7	7	1	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	4	5	1	2412	2127	898	767	43686	2205	1535	1465	743	770	1383	1530	1110	920	1987	2663	1310	1272	1558	2112	2035	2065	1175	43974	2745	4095	2487	3230	25096	2560	2903	2500	1927	1673	4478	1862	1877	1630	1440	18198	4080	1743	2535	3527	1845	2363	12550	3227	1790	3710	1630	1423	1548	2255	1455	1402	2028	1505	11048	2335	1420	1463	2322	2030	1408	1895	1670	2595	1048	1377	4520	54431	7883	5060	5645	9375	6975	4045	4568	5748	5353	4235	4513	3518	3955	2035	3283	2865	6322	4170	2508	2385	4123	3505	3202	2633	23970	3560	2465	13025	5443	4353	55218	3210	10996	4792	3260	2002	3690	1203	1960	4345	3906	2747	5345	4418	2330	8505	507	375	793	362	680	2855	3738	320	1038	407	343	3355	2610	2220
288	4	"C:\Users\sociallab2\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"16.10.2019"	"16:20:15"	"20"	2	2	3	3	3	2	2	2	3	2	2	2	1	1	2	4	7	7	3	3	2	2	3	4	"ok"	"ok"	"ok"	"ok"	3	5	6	6	4	5	5	7	4	4	6	6	5	6	3	3	6	6	5	5	4	6	3	6	5	3	5	4	4	6	4	3	4	4	6	5	3	3	6	3	7	7	5	4	4	4	5	6	"ok"	5	6	1	1	1	2	1	1	2	2	2	2	2	1	6	4	7	6	5	3	1	3	3	1	3	4	3	2	3	5	2	6	1	1	6	4	3	6	2	7	5	6	7	5	1	1	5	7	7	1	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	1	7	7	4	1168	3717	1530	765	1727	1280	1280	938	2128	4033	1920	4375	2703	1630	1218	4367	1423	1935	6390	1800	6995	1890	2623	7303	2607	1875	1942	2753	4502	1208	4967	3665	2720	2355	3977	2672	1815	833	5110	2007	7503	1535	2980	1200	2555	2185	2128	1352	2255	4723	1873	3417	2270	2393	1210	3575	1480	3137	2457	1990	1858	788	2843	4113	1778	1513	1895	1455	1305	3953	3743	1403	6242	3238	2633	3917	2637	2255	2613	2957	8060	5366	2980	2305	4868	3722	2705	7331	6217	3955	5482	5220	7025	6116	5083	4922	6705	5690	7483	4395	9065	9738	12790	9065	10298	7738	5337	4588	9690	2617	5018	6738	9842	4105	6995	4323	3153	6067	647	872	647	575	970	672	735	2108	1330	633	655	650	3773	1962
290	5	"C:\Users\sociallab2\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"17.10.2019"	"11:24:22"	"18"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	1	1	1	1	1	1	"ok"	"ok"	"ok"	"ok"	1	1	4	6	5	4	2	2	3	4	2	5	1	5	2	3	4	4	7	6	4	3	2	2	2	2	5	5	4	5	3	1	3	5	5	5	1	4	2	3	5	5	5	5	6	5	2	4	"ok"	6	5	1	1	2	1	2	1	1	2	2	2	1	2	7	7	5	7	1	7	1	6	4	4	4	1	1	2	2	2	6	1	99	99	6	3	1	7	1	7	6	7	7	5	4	1	7	5	7	2	2	2	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	2	5	7	4	702	499	483	702	1778	2215	483	5818	608	951	702	468	437	437	593	530	9344	3354	764	983	764	2730	546	546	4337	3681	3027	3463	1935	1840	2636	4072	2901	2870	2777	4633	1451	1700	5507	1607	4259	3573	2137	4665	5648	1997	3432	1623	3729	1232	2855	1139	1560	1794	4758	4649	3572	1903	3978	1373	2153	3152	2277	3167	1436	812	1404	3510	4711	1841	10343	2542	5600	2886	5164	5414	2496	5444	3620	2450	5772	1263	9017	10000	3307	1857	4493	4820	7894	3011	5148	3651	6630	9142	5429	2964	5350	4804	7659	6646	7800	5320	7784	5990	6084	4478	3463	4290	5024	2059	3541	9064	12402	2840	17410	5117	3885	5835	1607	640	515	671	655	483	562	421	951	561	546	686	3120	1950
